INSTNM,CITY,STABBR,ZIP,INSTURL,CURROPER,CCBASIC,CCUGPROF,CCSIZSET,YEARS,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_ALL,NPT4_LOW,NPT4_MID,NPT4_HIGH,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p6,mn_earn_wne_p6,md_earn_wne_p6,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,mn_earn_wne_inc1_p6,mn_earn_wne_inc2_p6,mn_earn_wne_inc3_p6,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10
County College of Morris,Randolph,NJ,07869-2086,WWW.CCM.EDU,1,4,2,4,2,0,1,1,2,2,1,40.8534,-74.5775,NULL,0.50999999,0,7583,7919,7157,NULL,NULL,NULL,7157,NULL,4977,NULL,7311,NULL,10737,NULL,4185,10665,NULL,NULL,0.227466783,0.761491761,NULL,0.744292237,0.799544419,5750,5250,6125,7000,105.469475,14750,10688,3500,2122,0.58144331,32600,28900,6000,15400,43000,58800,29900,33100,35700,0.702205896,197,1088,42900,40200,8800,21500,58400,80900,41000,41300,47800
Cumberland County College,Vineland,NJ,08362-1500,www.cccnj.edu,1,2,2,3,2,0,1,1,2,2,1,39.4384,-75.0547,NULL,0.629999995,0,3814,2735,8180,NULL,NULL,NULL,8180,NULL,7664,NULL,9248,NULL,12423,NULL,4200,14100,NULL,NULL,0.214206044,0.559281437,0.480861244,0.587591241,NULL,9500,9500,9210,10552.5,160.3358061,27039,17098,5250,2750,0.446960658,25800,22500,3500,10800,35600,51600,23300,28400,33600,0.629299343,171,785,34800,31600,5200,17300,49600,66400,32900,36100,42300
Drew University,Madison,NJ,7940,www.drew.edu,1,21,10,11,4,0,1,1,3,4,2,40.757,-74.4258,0.7743,0.180000007,0,1453,1537,27652,20195,23487,34607,NULL,27652,NULL,20195,NULL,23487,NULL,34607,44068,44068,NULL,0.687431149,NULL,0.930097087,0.857142857,NULL,NULL,25000,26470,27000,23513.5,299.75535,35380,28300,11000,5500,0.657407403,35800,31300,6500,17600,49100,66200,27500,33900,39000,0.827027023,41,370,55900,50900,13100,31500,71500,89200,47300,55500,59100
Essex County College,Newark,NJ,7102,www.essex.edu,1,7,2,4,2,0,1,1,2,2,1,40.7384,-74.1782,NULL,0.600000024,0,11150,8868,4065,NULL,NULL,NULL,4065,NULL,3910,NULL,5037,NULL,7116,NULL,3384,5988,NULL,NULL,0.076140361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.462702692,26700,23500,4500,11700,36700,53100,NULL,NULL,NULL,0.603286386,499,2130,35600,31000,6900,16500,49500,69600,NULL,NULL,NULL
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,7666,www.fdu.edu,1,18,6,12,4,0,1,2,3,4,2,40.8962,-74.03,0.7341,0.370000005,0,3915,6560,17947,15474,17673,22984,NULL,17947,NULL,15474,NULL,17673,NULL,22984,34882,34882,NULL,0.464787793,NULL,0.858352579,NULL,0.855491329,NULL,18750,17813,20000,17750,277.55125,35000,27000,8750,4750,0.664004564,38900,34500,8300,19400,52300,71700,35400,40400,39900,0.775911987,199,1727,51100,46800,11600,27200,66700,91100,47000,51100,54400
Felician College,Lodi,NJ,7644,www.felician.edu,1,20,6,10,4,0,1,1,3,4,2,40.8673,-74.0965,0.8819,0.50999999,0,1618,1484,20424,17669,20475,28796,NULL,20424,NULL,17669,NULL,20475,NULL,28796,29990,29990,NULL,0.440363486,NULL,0.789473684,0.699140401,0.864963504,NULL,20834,20000,20834,NULL,277.55125,40200,29168,11000,5500,0.713725507,43300,38400,9600,23000,59500,83000,32400,44200,51800,0.742700756,81,548,44300,41400,9900,24000,59500,81400,41200,43200,48600
Fairleigh Dickinson University-College at Florham,Madison,NJ,7940,www.fdu.edu,1,18,10,11,4,0,0,2,3,4,2,40.7774,-74.4354,0.7774,0.370000005,0,2242,NULL,24510,18620,22376,30055,NULL,24510,NULL,18620,NULL,22376,NULL,30055,37348,37348,NULL,0.563156579,NULL,0.858352579,NULL,0.855491329,NULL,18750,17813,20000,17750,277.55125,35000,27000,8750,4750,0.664004564,38900,34500,8300,19400,52300,71700,35400,40400,39900,0.775911987,199,1727,51100,46800,11600,27200,66700,91100,47000,51100,54400
Georgian Court University,Lakewood,NJ,08701-2697,www.georgian.edu,1,18,11,10,4,0,1,1,3,4,2,40.0987,-74.2262,0.779,0.469999999,0,1398,1618,17836,16068,17778,23948,NULL,17836,NULL,16068,NULL,17778,NULL,23948,29606,29606,NULL,0.499995833,NULL,0.877461707,0.84592145,NULL,NULL,19500,18242.5,20614,20500,283.5186019,37625,28000,10250,4750,0.658054709,34700,32900,10000,20200,48900,58300,33200,35500,35200,0.759259284,89,702,44200,45700,10100,25700,57600,70300,39500,42300,49000
Rowan University,Glassboro,NJ,8028,www.rowan.edu,1,18,11,13,4,0,1,1,3,4,1,39.7098,-75.118,0.5923,0.400000006,0,10656,8051,21541,NULL,NULL,NULL,21541,NULL,21300,NULL,26970,NULL,26970,NULL,12380,20186,NULL,0.708457821,NULL,0.869053982,0.77811245,0.867697595,NULL,18500,19500,19500,17500,234.7639493,32750,27000,10500,5500,0.715412199,39000,37200,11200,22600,51900,64300,37200,38000,40300,0.816782117,234,2598,50500,48800,14100,31600,62600,83700,47700,51000,51600
Gloucester County College,Sewell,NJ,8080,www.gccnj.edu,1,4,2,3,2,0,1,1,2,2,1,39.7825,-75.1217,NULL,0.550000012,0,6362,4669,7609,NULL,NULL,NULL,7609,NULL,7073,NULL,8211,NULL,11431,NULL,3995,7805,NULL,NULL,0.23715586,0.65851272,NULL,0.645885287,0.75483871,6388,5913,6325,6750,116.571525,17658,11608,3500,2000,0.507836998,28700,25500,4100,12400,40600,58500,25900,29700,32800,0.645493567,258,1165,38200,34200,5400,17300,53800,76000,33500,40400,44400
Eastwick College-Ramsey,Ramsey,NJ,07446-2551,www.eastwickcollege.edu,1,10,3,2,2,0,1,1,2,2,3,41.0579,-74.1315,0.3675,0.560000002,0,987,288,30039,29125,29969,33482,NULL,30039,NULL,29125,NULL,29969,NULL,33482,17181,17181,NULL,NULL,0.65660216,0.689005236,0.634951456,NULL,NULL,13112.5,13000,13481,NULL,160.5134389,21409,17818,9290,4058,0.688679218,38000,36100,8500,20100,51700,67100,33500,41300,40900,0.636118591,96,371,35200,34800,5500,17700,48200,64400,33500,37500,NULL
Hudson County Community College,Jersey City,NJ,7306,www.hccc.edu,1,6,3,4,2,0,1,1,2,2,1,40.7306,-74.0629,NULL,0.600000024,0,8753,4854,7239,NULL,NULL,NULL,7239,NULL,7193,NULL,7643,NULL,9177,NULL,4578,11328,NULL,NULL,0.086973779,0.648679679,0.614173228,0.669333333,NULL,5275,5500,5500,4419.5,99.91845,17500,9849,2750,1750,0.403413504,25500,20300,4200,10200,34400,52000,23500,31000,35800,0.562208056,602,2355,33600,28500,5800,14100,46200,67600,31300,38800,48400
New Jersey City University,Jersey City,NJ,7305,www.njcu.edu,1,18,6,12,4,0,1,1,3,4,1,40.7099,-74.0873,0.4129,0.550000012,0,6373,6398,10966,NULL,NULL,NULL,10966,NULL,9084,NULL,11946,NULL,18592,NULL,10653,19065,NULL,0.32972139,NULL,0.793608522,0.768581081,0.81769437,NULL,13250.5,13250,14158,12500,199.8369,35250,23500,6750,3500,0.626185954,34300,31900,7500,17400,47500,62200,31700,36500,37200,0.754154742,289,1745,44900,41900,10600,25300,58400,77700,42600,47500,46400
Kean University,Union,NJ,7083,www.kean.edu,1,18,6,15,4,0,1,1,3,4,1,40.6794,-74.2347,0.8037,0.49000001,0,11975,9300,13997,NULL,NULL,NULL,13997,NULL,10409,NULL,13696,NULL,18850,NULL,10918,17141,NULL,0.480595387,NULL,0.762645012,0.700453001,0.782548476,NULL,18750,18750,19000,18250,266.4492,37251,28325,9500,5250,0.681511998,36700,34700,8500,20200,50800,63900,34200,37800,38300,0.782553196,305,2350,47600,46800,11100,27900,62000,80300,44500,49000,49100
Mercer County Community College,West Windsor,NJ,08550-3407,www.mccc.edu,1,3,2,4,2,0,1,1,2,2,1,40.2544,-74.6507,NULL,0.540000021,0,7885,7751,3349,NULL,NULL,NULL,3349,NULL,2683,NULL,4230,NULL,5492,NULL,3408,6588,NULL,NULL,0.131014412,0.544888889,0.468812877,0.588859416,NULL,5637.5,6000,5500,6000,NULL,16594.5,10220,3400,2000,0.521428585,28900,26100,4200,12900,40100,57500,26300,32100,33300,0.655725181,306,1310,37500,33700,6600,17100,51800,70400,34800,40200,47300
Middlesex County College,Edison,NJ,08818-3050,www.middlesexcc.edu,1,4,2,4,2,0,1,1,2,2,1,40.5061,-74.3657,NULL,0.50999999,0,11433,10398,6797,NULL,NULL,NULL,6797,NULL,5768,NULL,7857,NULL,10397,NULL,3350,6650,NULL,NULL,0.145377273,0.767411301,0.741452991,0.77721943,NULL,6315.5,6000,5813,7000,114.9062175,17500,11279.5,3500,2000,0.537142873,30100,26800,6100,14300,41400,57500,28200,32100,33900,0.67266041,429,2447,40400,36200,7700,19600,55700,76400,38200,42600,44000
Monmouth University,West Long Branch,NJ,07764-1898,www.monmouth.edu,1,18,11,13,4,0,1,1,3,4,2,40.2801,-74.0064,0.7791,0.349999994,0,4557,4194,27649,17573,25181,32438,NULL,27649,NULL,17573,NULL,25181,NULL,32438,31018,31018,NULL,0.624326905,NULL,0.888059701,NULL,NULL,0.926931106,22500,23250,23750,21550,296.9687355,33581,28648,12000,5500,0.695594132,37900,36500,9700,21600,50900,63800,36300,36500,39000,0.813180149,180,1654,52500,50300,13900,31700,66500,88900,44300,52100,55000
Montclair State University,Montclair,NJ,07043-1624,www.montclair.edu,1,18,11,16,4,0,1,1,3,4,1,40.8592,-74.1995,0.6532,0.430000007,0,15182,10188,19960,NULL,NULL,NULL,19960,NULL,17319,NULL,19982,NULL,22568,NULL,11318,20196,NULL,0.632862849,NULL,0.889168766,0.843687375,0.895065584,NULL,19000,18750,20000,18500,265.0614438,35500,27000,9565,5500,0.676272213,37000,35200,9600,20800,49900,64500,35800,38200,36900,0.801020384,314,2548,50800,48700,12600,29900,65800,88200,48500,51300,52300
New Jersey Institute of Technology,Newark,NJ,7102,www.njit.edu/,1,16,13,13,4,0,1,1,3,4,1,40.742,-74.1771,0.6547,0.360000014,0,6449,5637,17467,NULL,NULL,NULL,17467,NULL,12064,NULL,16390,NULL,23142,NULL,15218,28274,NULL,0.560018033,NULL,0.873259053,0.817204301,0.8891258,NULL,16145,15696,17750,15500,235.1691741,34419,27000,7500,4400,0.8071298,50300,49800,14200,30300,67500,83100,50700,50800,49400,0.869271219,129,1331,67500,65300,20000,42600,89000,110600,67100,67400,67900
Ocean County College,Toms River,NJ,08754-2001,www.ocean.edu/,1,4,2,4,2,0,1,1,2,2,1,40.0078,-74.1668,NULL,0.569999993,0,8174,7143,9457,NULL,NULL,NULL,9457,NULL,7516,NULL,9473,NULL,13364,NULL,3384,6120,NULL,NULL,0.293669459,0.681578947,NULL,0.689333333,0.739622642,7952,8000,7500,8000,122.12255,21000,13355,4000,2300,0.500320733,28800,25000,4800,13400,38300,58200,26800,29400,32300,0.634971797,241,1241,36200,31700,5700,16600,49900,69300,34400,37500,38700
Passaic County Community College,Paterson,NJ,07505-1179,www.pccc.edu,1,4,1,3,2,0,1,1,2,2,1,40.9184,-74.1688,NULL,0.649999976,0,8379,4633,7129,NULL,NULL,NULL,7129,NULL,6654,NULL,7703,NULL,10972,NULL,4166,7331,NULL,NULL,0.09470106,0.711538462,0.672897196,0.737288136,NULL,4500,4500,4750,5500,94.367425,13100,9000,2500,1750,0.445151806,24700,22500,4500,11500,33700,46100,NULL,NULL,NULL,0.529441357,459,1987,30000,26700,6100,13900,41100,56400,NULL,NULL,NULL
Princeton University,Princeton,NJ,08544-0070,www.princeton.edu,1,15,12,14,4,0,1,1,3,4,2,40.3482,-74.6644,0.0741,0.150000006,0,5234,4663,8413,5720,5733,26561,NULL,8413,NULL,5720,NULL,5733,NULL,26561,40170,40170,NULL,0.964778227,NULL,0.931428571,NULL,NULL,NULL,7500,NULL,3215,13000,75.6049605,23796,15518,3000,1550,0.754838705,71600,48300,6800,25800,85700,141700,74200,62000,75700,0.883076906,34,325,113000,75100,20800,46700,134800,217200,102600,97600,128600
Ramapo College of New Jersey,Mahwah,NJ,07430-1680,www.ramapo.edu,1,19,13,14,4,0,1,1,3,4,1,41.0075,-74.1164,0.5526,0.360000014,0,5397,4906,19830,NULL,NULL,NULL,19830,NULL,11168,NULL,17588,NULL,24589,NULL,13388,22038,NULL,0.731432007,NULL,0.903436989,0.830434783,0.889328063,NULL,19500,20000,19500,19362,246.3877957,31000,27000,11250,5500,0.734939754,40800,38500,12100,24300,53800,69700,39100,40700,41600,0.802683532,123,1267,50800,48700,12900,30300,66800,87400,46500,51100,52600
Rider University,Lawrenceville,NJ,08648-3099,www.rider.edu,1,18,10,14,4,0,1,1,3,4,2,40.2831,-74.7428,0.7187,0.360000014,0,4041,4178,28210,19092,25429,32915,NULL,28210,NULL,19092,NULL,25429,NULL,32915,35270,35270,NULL,0.665501097,NULL,0.88872549,NULL,0.877643505,NULL,22125,NULL,23175,21250,299.75535,34583,28750,11500,5500,0.704277277,38100,35700,11400,22300,50000,65000,34100,37700,39700,0.808948874,121,1408,51500,48100,14400,30500,63500,87600,50200,53200,50900
Rutgers University-Camden,Camden,NJ,8102,www.rutgers.edu,1,19,11,12,4,0,0,3,3,4,1,39.9486,-75.1253,0.5859,0.310000002,0,4777,3717,14324,NULL,NULL,NULL,14324,NULL,8493,NULL,12895,NULL,20411,NULL,13348,26908,NULL,0.601280903,NULL,0.878405995,0.820915033,0.891527253,0.920164014,19500,20000,20500,19000,247.0206125,32000,27000,11000,5500,0.739812672,45000,40000,11100,24300,58800,79000,46300,44900,44300,0.838235319,1141,10880,62000,54800,15400,35400,77800,108100,60500,61400,63400
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,www.rutgers.edu/,1,15,13,17,4,0,1,3,3,4,1,40.5038,-74.4505,0.5951,0.310000002,0,33427,27938,19770,NULL,NULL,NULL,19770,NULL,12361,NULL,17179,NULL,26220,NULL,13499,27523,NULL,0.795044334,NULL,0.878405995,0.820915033,0.891527253,0.920164014,19500,20000,20500,19000,247.0206125,32000,27000,11000,5500,0.739812672,45000,40000,11100,24300,58800,79000,46300,44900,44300,0.838235319,1141,10880,62000,54800,15400,35400,77800,108100,60500,61400,63400
Rutgers University-Newark,Newark,NJ,7102,www.rutgers.edu,1,16,11,12,4,0,0,3,3,4,1,40.7413,-74.1753,0.5401,0.310000002,0,6748,5873,12762,NULL,NULL,NULL,12762,NULL,8212,NULL,12665,NULL,20454,NULL,12998,27022,NULL,0.643324118,NULL,0.878405995,0.820915033,0.891527253,0.920164014,19500,20000,20500,19000,247.0206125,32000,27000,11000,5500,0.739812672,45000,40000,11100,24300,58800,79000,46300,44900,44300,0.838235319,1141,10880,62000,54800,15400,35400,77800,108100,60500,61400,63400
Saint Peter's University,Jersey City,NJ,07306-5997,www.saintpeters.edu,1,18,9,10,4,0,1,1,3,4,2,40.7271,-74.0715,0.5408,0.479999989,0,2369,2687,15289,13507,15875,20929,NULL,15289,NULL,13507,NULL,15875,NULL,20929,32284,32284,NULL,0.528931103,NULL,0.763561924,0.705596107,0.785310734,NULL,17500,16470,17992.5,17500,277.55125,36000,27054.5,8526.5,4750,0.605828226,35000,32100,5700,17100,48500,64000,31800,35700,38100,0.737903237,107,744,47200,44500,9800,23700,62400,82200,44700,45200,54500
Salem Community College,Carneys Point,NJ,08069-2799,www.salemcc.edu,1,4,2,2,2,0,1,1,2,2,1,39.7535,-75.4486,NULL,0.550000012,0,1133,1166,5163,NULL,NULL,NULL,5163,NULL,4512,NULL,6660,NULL,9195,NULL,3984,4794,NULL,NULL,0.261025474,0.630522088,NULL,0.703703704,NULL,6781.5,7000,7122,NULL,127.673575,19500,12014.5,3500,2000,0.511326849,28700,25400,2500,11700,43000,57100,NULL,NULL,NULL,0.515503883,61,258,30600,25800,4100,13200,42200,64100,NULL,NULL,NULL
Seton Hall University,South Orange,NJ,07079-2697,www.shu.edu,1,17,11,13,4,0,1,1,3,4,2,40.7429,-74.2488,0.7916,0.330000013,0,5632,5403,26651,20331,24180,30735,NULL,26651,NULL,20331,NULL,24180,NULL,30735,35820,35820,NULL,0.652352554,NULL,0.892008639,NULL,0.892436975,0.931307794,19500,21500,19500,19500,277.55125,34000,27000,9500,5500,0.772789121,46600,42500,13000,26600,62900,82300,50300,44800,45600,0.836784422,141,1642,59900,53300,15900,34200,78400,104300,54500,60400,62800
College of Saint Elizabeth,Morristown,NJ,07960-6989,www.cse.edu,1,18,5,10,4,0,1,1,3,4,2,40.7811,-74.436,0.4836,0.430000007,0,947,1337,17276,14304,19795,26324,NULL,17276,NULL,14304,NULL,19795,NULL,26324,31095,31095,NULL,0.547207547,NULL,0.795918367,0.702702703,NULL,NULL,17334.5,19000,16500,NULL,249.796125,31640,25000,9207.5,5022,0.641025662,36100,31500,7000,17900,48600,63700,25500,38500,41800,0.745098054,25,255,46000,44900,11700,24300,60000,76900,39800,43800,50700
Raritan Valley Community College,Branchburg,NJ,8876,www.raritanval.edu,1,4,2,4,2,0,1,1,2,2,1,40.6177,-74.6955,NULL,0.449999988,0,7246,5751,5286,NULL,NULL,NULL,5286,NULL,4237,NULL,5543,NULL,8328,NULL,3742,4222,NULL,NULL,0.196464113,0.729893778,NULL,0.725085911,0.752427184,5275,5211,4935,5500,99.91845,14500,9716,3000,1661,0.582574785,33600,28400,5000,14100,46200,67500,30800,35700,36400,0.707089543,122,536,41600,38300,8200,21700,57000,76200,41200,40900,45300
Stevens Institute of Technology,Hoboken,NJ,07030-5991,www.stevens.edu,1,16,12,14,4,0,1,1,3,4,2,40.7448,-74.0253,0.3816,0.230000004,0,2662,1599,30808,20911,24808,35099,NULL,30808,NULL,20911,NULL,24808,NULL,35099,44490,44490,NULL,0.781424251,NULL,0.953206239,NULL,NULL,0.958174905,26500,NULL,27375,25260.5,299.75535,34750,30454,17166,7500,0.876660347,60800,63000,19000,42000,77600,90500,55100,61400,61900,0.920245409,40,489,87700,82800,32100,60700,105300,135300,80800,90500,88300
The Richard Stockton College of New Jersey,Galloway,NJ,08205-9441,www.stockton.edu,1,19,11,13,4,0,1,1,3,4,1,39.4723,-74.4801,0.6211,0.430000007,0,7491,5976,20188,NULL,NULL,NULL,20188,NULL,14007,NULL,17645,NULL,24032,NULL,12322,18715,NULL,0.647963155,NULL,0.89051332,0.846315789,0.891650099,NULL,18750,19500,18750,17250,238.694075,33500,26750,11000,5500,0.641464591,34700,32300,8600,19800,47500,60700,32500,33900,36500,0.782173276,195,1997,48000,46800,12400,27900,62600,82200,44100,46500,51100
Thomas Edison State College,Trenton,NJ,08608-1176,www.tesc.edu,1,20,5,12,4,0,1,1,3,4,1,40.2201,-74.7697,NULL,0.519999981,0,19596,7975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.799893276,0.76433121,NULL,NULL,9322,8332,9500,9647,125.3365935,23623.5,15794,4733,3167,0.761363626,50600,45200,10300,25600,68800,97300,40400,51500,67700,0.728323698,72,346,56600,49100,7000,22300,75900,115000,47300,54200,73700
The College of New Jersey,Ewing,NJ,08628-0718,www.tcnj.edu,1,18,12,14,4,0,1,1,3,4,1,40.2687,-74.7774,0.4311,0.289999992,0,6446,6010,21976,NULL,NULL,NULL,21976,NULL,9398,NULL,16903,NULL,27228,NULL,14730,25135,NULL,0.856668524,NULL,0.96112064,NULL,NULL,0.975583864,21500,NULL,22171,21500,257.5231518,30395.5,27000,13000,5500,0.78773582,44600,44800,13200,28000,58300,72500,37000,43300,46900,0.888239563,95,1369,61000,56800,22100,40700,73800,96700,54600,59200,62800
Union County College,Cranford,NJ,07016-1599,www.ucc.edu,1,5,2,4,2,0,1,1,2,2,1,40.6678,-74.3198,NULL,0.589999974,0,11437,8655,4280,NULL,NULL,NULL,4280,NULL,3686,NULL,5131,NULL,8829,NULL,4998,9996,NULL,NULL,0.076866432,0.712840467,0.68558952,0.73297491,NULL,5500,5250,5500,6000,NULL,19582,11250,3000,1800,0.518893659,29400,26100,5700,13000,40300,57600,27800,32000,36400,0.632083714,429,2294,36800,32300,7200,17700,50900,71000,33800,41000,47600
William Paterson University of New Jersey,Wayne,NJ,7470,www.wpunj.edu,1,18,11,12,4,0,1,1,3,4,1,40.9463,-74.1995,0.6811,0.439999998,0,9930,8454,15927,NULL,NULL,NULL,15927,NULL,11596,NULL,15415,NULL,19895,NULL,11918,19458,NULL,0.488715137,NULL,0.813118462,0.744318182,0.809726962,NULL,18750,18994,19000,17750,281.7922331,36361,28000,9500,5250,0.652888894,36200,32600,9100,19700,48500,64000,33900,37800,36500,0.759083748,288,2532,46500,44300,11200,26200,61000,79400,41200,48600,48400
Central New Mexico Community College,Albuquerque,NM,87106,www.cnm.edu,1,7,1,5,2,0,1,1,1,2,1,35.076,-106.625,NULL,0.49000001,0,25090,17265,3961,NULL,NULL,NULL,3961,NULL,3264,NULL,5138,NULL,8081,NULL,1364,6656,NULL,NULL,0.105078111,0.412473539,0.363380282,0.545132743,0.647249191,6916.5,7300,6340.5,5085,144.32665,25064,15240.5,3167,1601,0.466852099,26500,23600,4100,12300,36000,51900,24700,29800,34000,0.600414634,1284,3859,33700,30200,5700,15900,45600,65900,31300,38700,41900
Navajo Technical University,Crownpoint,NM,87313-0849,www.navajotech.edu,1,33,3,2,2,0,1,1,1,3,1,35.6874,-108.1481,NULL,0.569999993,0,1654,841,4149,NULL,NULL,NULL,4149,NULL,4052,NULL,5046,NULL,6111,NULL,2590,3790,NULL,0.589815932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.236162364,17400,13300,1900,6900,23900,36700,NULL,NULL,NULL,0.34517765,103,197,20100,19400,2600,7500,28800,39200,NULL,NULL,NULL
New Mexico State University-Dona Ana,Las Cruces,NM,88003-0105,dabcc.nmsu.edu/,1,11,1,4,2,0,0,5,2,2,1,32.2781,-106.748,NULL,0.460000008,0,6677,4640,6197,NULL,NULL,NULL,6197,NULL,5810,NULL,7425,NULL,10539,NULL,1560,4968,NULL,NULL,0.125033962,0.615059337,0.549167237,0.703741153,0.762925599,11147,10751,11408,11500,216.489975,38480,24389,4750,2657,0.489753246,29000,24500,5900,13800,39000,56900,26900,29700,36200,0.654980421,876,4849,38500,33800,7900,19100,51900,73400,34700,40700,45900
Clovis Community College,Clovis,NM,88101-8381,www.clovis.edu,1,2,1,3,2,0,1,1,1,2,1,34.4025,-103.1659,NULL,0.569999993,0,2021,2895,7798,NULL,NULL,NULL,7798,NULL,7714,NULL,8063,NULL,8942,NULL,1176,2376,NULL,NULL,0.08688,0.478134111,0.428015564,NULL,NULL,5500,5545,5088,4697,98.53069375,17250,10750,2383,1750,0.405904055,24800,20400,3400,11500,34800,51300,NULL,NULL,NULL,0.509132445,229,876,30000,25800,5400,13900,41000,61200,NULL,NULL,NULL
Eastern New Mexico University-Main Campus,Portales,NM,88130,www.enmu.edu,1,20,6,13,4,0,1,3,3,4,1,34.1783,-103.3473,0.6321,0.50999999,0,3767,2942,9410,NULL,NULL,NULL,9410,NULL,8113,NULL,10032,NULL,12891,NULL,4558,10069,NULL,0.290613322,NULL,0.584106729,0.524053224,0.654510557,0.715846995,9436,9003.5,10317,7500,179.4757403,30700,19100,4400,2570,0.46621269,27200,23500,5400,13200,35500,54300,24500,30100,33100,0.609137058,502,1970,33800,30200,6800,16700,44300,64300,30000,36300,46400
Eastern New Mexico University-Roswell Campus,Roswell,NM,88202-6000,www.roswell.enmu.edu,1,11,1,3,2,0,0,3,1,2,1,33.3139,-104.5243,NULL,0.50999999,0,2134,2980,6959,NULL,NULL,NULL,6959,NULL,6399,NULL,7627,NULL,9444,NULL,1605,5330,NULL,NULL,0.176433697,0.584106729,0.524053224,0.654510557,0.715846995,9436,9003.5,10317,7500,179.4757403,30700,19100,4400,2570,0.46621269,27200,23500,5400,13200,35500,54300,24500,30100,33100,0.609137058,502,1970,33800,30200,6800,16700,44300,64300,30000,36300,46400
Institute of American Indian and Alaska Native Culture,Santa Fe,NM,87508-1300,www.iaia.edu,1,33,6,7,4,0,1,1,3,3,1,35.5866,-106.01,1,0.310000002,0,225,139,10181,NULL,NULL,NULL,10181,NULL,10065,NULL,10822,NULL,NULL,NULL,3560,3560,NULL,0.268319512,NULL,0.457142857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.210526317,16500,14200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.421052635,24,76,24300,21300,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New Mexico Highlands University,Las Vegas,NM,87701,www.nmhu.edu,1,18,6,10,4,0,1,1,3,4,1,35.599,-105.2228,NULL,0.50999999,0,2221,1888,8984,NULL,NULL,NULL,8984,NULL,8988,NULL,9357,NULL,6356,NULL,4000,6382,NULL,0.172248183,NULL,0.659033079,0.661290323,0.648221344,NULL,9445,9500,9500,7250,151.2543292,25000,17358,4859,2750,0.542815685,27800,26700,4800,13800,37300,50000,27000,29200,27600,0.688275874,132,725,35700,35100,8500,20300,46800,62100,34400,37100,38900
New Mexico Junior College,Hobbs,NM,88240,www.nmjc.edu,1,2,2,2,2,0,1,1,2,2,1,32.7576,-103.1825,NULL,0.629999995,0,1500,3200,9680,NULL,NULL,NULL,9680,NULL,9468,NULL,9398,NULL,11077,NULL,1248,1896,NULL,NULL,0.180086207,0.515384615,0.463302752,0.577586207,NULL,5500,6250,5375,4625,75.63826665,18722,10125,3313,1750,0.470229,31000,24000,3800,12900,40900,65400,NULL,NULL,NULL,0.560479045,211,835,35400,28100,5800,15400,47700,72500,NULL,NULL,NULL
New Mexico Military Institute,Roswell,NM,88201-5173,www.nmmi.edu,1,8,4,1,2,0,1,1,2,2,1,33.4095,-104.5249,0.4186,0.280000001,0,470,451,6182,NULL,NULL,NULL,6182,NULL,4093,NULL,7446,NULL,10253,NULL,4336,9010,NULL,NULL,0.375430808,0.732142857,NULL,NULL,NULL,5500,5963.5,4663,5500,86.19076518,12000,8125,3084,2084,0.580645144,31900,29600,5900,15000,43200,57600,NULL,NULL,NULL,0.650793672,16,126,41900,39100,10000,20400,58000,71200,NULL,NULL,NULL
