INSTNM,CITY,STABBR,INSTURL,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10,CURROPER
H Councill Trenholm State Technical College,Montgomery,AL,www.trenholmstate.edu,0,1,1,1,2,1,32.3501,-86.3431,NULL,0.560000002,0,1262,663,6067,NULL,6003,NULL,6399,NULL,5655,NULL,3288,5952,NULL,NULL,0.335304834,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,1157,1157,475,475,0.420895517,119,335,25800,21000,5200,12900,34100,49200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Troy University,Troy,AL,www.troy.edu,0,1,4,3,4,1,31.8001,-85.9502,0.6821,0.469999999,0,16208,3810,11168,NULL,11160,NULL,10315,NULL,12767,NULL,7276,13612,NULL,0.345579703,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000,1
Troy University-Phenix City Campus,Phenix City,AL,http://www.troy.edu/locations/phenix-city-campus.html,0,0,4,0,0,1,NULL,NULL,NULL,0.469999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7276,13612,NULL,NULL,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000,1
Troy University-Montgomery Campus,Montgomery,AL,http://www.troy.edu/locations/montgomery-campus.html,0,0,4,0,0,1,NULL,NULL,NULL,0.469999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7276,13612,NULL,NULL,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000,1
Troy University-Dothan Campus,Dothan,AL,http://www.troy.edu/locations/dothan-campus.html,0,0,4,0,0,1,NULL,NULL,NULL,0.469999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7276,13612,NULL,NULL,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000,1
Troy University-eTROY,Troy,AL,http://www.troy.edu/etroy/online-learning.html,0,1,4,0,0,1,NULL,NULL,NULL,0.469999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7392,7392,NULL,NULL,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,0.701223433,528,3106,39500,36600,9700,21900,50900,70800,35300,43800,44000,1
Troy University-Global Campus,Troy,AL,http://trojan.troy.edu/globalcampus/,0,1,4,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5760,5760,NULL,NULL,NULL,0.543508214,0.472240915,0.631102362,0.772511848,17750,17700,19000,14750,288.6533,47896.5,32500,8388,4750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Tuskegee University,Tuskegee,AL,www.tuskegee.edu,0,1,1,3,4,2,32.431,-85.7103,0.3511,0.25999999,0,2584,2467,NULL,28909,NULL,27654,NULL,29551,NULL,29401,18900,18900,NULL,0.448089488,NULL,0.618340611,0.598901099,0.626535627,PrivacySuppressed,23687.5,24625,25051,PrivacySuppressed,369.1431625,48345,37100,11000,5500,0.697978616,79,841,42500,37100,9200,20600,59900,81200,38800,44100,45700,1
United States Sports Academy,Daphne,AL,www.ussa.edu,0,1,1,3,4,2,30.6393,-87.9116,NULL,0.519999981,0,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72826087,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16248,18638,12500,19485,334.1217458,42477,31500,5250,3061,PrivacySuppressed,1,25,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Bevill State Community College,Jasper,AL,www.bscc.edu,0,1,1,2,2,1,33.8358,-87.265,NULL,0.639999986,0,3212,3558,8303,NULL,8138,NULL,9145,NULL,NULL,NULL,4230,7560,NULL,NULL,0.153248792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52073735,540,1519,29800,25900,6100,13900,40900,57300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of Alaska Anchorage,Anchorage,AK,www.uaa.alaska.edu,0,1,2,3,4,1,61.1896,-149.8261,NULL,0.389999986,0,13116,14161,8160,NULL,6463,NULL,8046,NULL,11535,NULL,5147,15206,NULL,0.255403123,NULL,0.747384537,0.676622631,0.783891547,0.836343115,11336.5,12500,12000,9500,229.5348838,37527,23256,5500,3500,0.70495826,456,2037,45500,42000,7600,21700,62700,84200,41300,48300,51300,1
Alaska Bible College,Palmer,AK,www.akbible.edu/,0,1,1,1,3,2,62.113,-145.5262,NULL,NULL,0,26,NULL,NULL,9592,NULL,9592,NULL,NULL,NULL,NULL,9200,9200,NULL,0.5,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
University of Alaska Fairbanks,Fairbanks,AK,www.uaf.edu,0,1,1,3,4,1,64.8571,-147.8248,NULL,0.409999996,0,5729,6359,9372,NULL,7662,NULL,8380,NULL,12147,NULL,4984,15560,NULL,0.30914582,NULL,0.695026962,0.621776504,0.712477396,PrivacySuppressed,11247,12736,11678,8250,222.041,37453,23472,5500,3200,0.70094341,215,1060,43300,38200,6600,21100,57900,81500,40000,44900,50700,1
University of Alaska Southeast,Juneau,AK,www.uas.alaska.edu,0,1,1,3,4,1,58.3843,-134.6363,NULL,0.360000014,0,1488,3353,9462,NULL,8293,NULL,9243,NULL,11968,NULL,5693,16269,NULL,0.121454656,NULL,0.732209738,0.665322581,0.755813953,0.842105263,11750,12396,12500,PrivacySuppressed,215.7960969,31762,21004,6075,3500,0.714754105,74,305,41700,39500,9000,20200,56600,74300,39400,44700,42000,1
Alaska Pacific University,Anchorage,AK,www.alaskapacific.edu,0,1,1,3,4,2,61.1912,-149.8042,0.3745,0.349999994,0,340,479,NULL,30891,NULL,28953,NULL,29441,NULL,33389,29810,29810,NULL,0.463923711,NULL,0.768240343,0.655555556,PrivacySuppressed,PrivacySuppressed,19250,18742,19473,PrivacySuppressed,278.9390063,42250,30750,9500,5500,0.784722209,21,144,49300,47400,10800,27800,60400,85000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
AVTEC-Alaska's Institute of Technology,Seward,AK,www.avtec.edu/,0,1,1,1,2,1,60.1107,-149.4446,0.4888,0.5,0,1347,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1320,NULL,0.908283721,0.770186335,0.698795181,PrivacySuppressed,PrivacySuppressed,5500,6484.5,6062,5500,61.98274515,9500,9500,4500,2750,0.54651165,33,86,41400,30100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Charter College-Anchorage,Anchorage,AK,www.chartercollege.edu,0,1,1,1,3,3,61.1958,-149.8402,NULL,0.430000007,0,2191,486,NULL,17691,NULL,17687,NULL,17059,NULL,NULL,19882,19882,NULL,0.34897899,NULL,0.515252622,0.450612833,0.611538462,PrivacySuppressed,9500,9500,9500,9500,144.32665,22393,14750,6334,3167,0.705705702,91,333,46600,42000,6900,19300,64000,86700,37400,50600,PrivacySuppressed,1
Prince William Sound Community College,Valdez,AK,www.pwscc.edu,0,0,2,2,2,1,61.1224,-146.178,NULL,0.389999986,0,134,841,8775,NULL,7311,NULL,11809,NULL,12434,NULL,4448,4448,NULL,NULL,0.113184906,0.747384537,0.676622631,0.783891547,0.836343115,11336.5,12500,12000,9500,229.5348838,37527,23256,5500,3500,0.70495826,456,2037,45500,42000,7600,21700,62700,84200,41300,48300,51300,1
Alaska Career College,Anchorage,AK,www.alaskacareercollege.edu,0,1,1,1,2,3,61.1814,-149.857,NULL,0.5,0,335,429,NULL,14170,NULL,14170,NULL,15521,NULL,NULL,NULL,NULL,13693,NULL,0.714578125,0.590111643,0.536299766,0.669064748,PrivacySuppressed,8407,8997,7498,PrivacySuppressed,105.469475,17157,9500,5342,3074,0.608391583,112,286,31200,30900,4300,12200,42300,55400,27700,35800,PrivacySuppressed,1
Collins College,Phoenix,AZ,www.collinscollege.edu,0,0,4,3,3,3,33.4033,-111.9865,NULL,0.430000007,0,254,5833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.379182391,NULL,0.366061163,0.304301834,0.433962264,PrivacySuppressed,28354,27050,29870,PrivacySuppressed,467.4296112,57500,47997,11974,4226,0.503437757,335,1309,29100,25200,4000,12600,40700,56700,25000,31100,36700,1
Empire Beauty School-Tucson,Tucson,AZ,www.empire.edu,0,0,14,1,1,3,32.2357,-110.9272,NULL,0.439999998,0,175,124,NULL,13660,NULL,13145,NULL,14932,NULL,17171,NULL,NULL,16000,NULL,0.538457692,0.386120996,0.340369393,PrivacySuppressed,PrivacySuppressed,5781,5384,7905,8038,100.4346953,13657,10974,3296,2319,0.354838699,86,248,22700,16400,3100,9700,29900,43000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
American Indian College of the Assemblies of God Inc,Phoenix,AZ,www.aicag.edu/,0,1,1,3,3,2,33.5777,-112.0922,NULL,0.529999971,0,77,76,NULL,12580,NULL,12580,NULL,11375,NULL,NULL,12000,12000,NULL,0.51063617,NULL,0.46875,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8,34,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
American Institute of Technology,Phoenix,AZ,www.ait-schools.com,0,1,1,1,1,3,33.4423,-112.1753,NULL,0.529999971,0,278,147,NULL,19019,NULL,18901,NULL,19413,NULL,20735,NULL,NULL,9150,NULL,0.682357143,0.554477283,0.498589563,0.633977901,PrivacySuppressed,6069,6013,6224,5530,68.99924075,6333,6333,3167,3167,0.569078922,225,608,31800,30700,3900,14600,45800,60000,27500,33400,PrivacySuppressed,1
Carrington College-Phoenix,Phoenix,AZ,www.carrington.edu,0,1,6,1,3,3,33.5608,-112.1155,1,0.569999993,0,676,263,NULL,20501,NULL,20286,NULL,21386,NULL,24167,NULL,NULL,14287,0.647021648,NULL,0.475178297,0.421328671,0.581736909,PrivacySuppressed,9475,9382,9500,9500,105.469475,28678,9500,5500,2714,0.524209142,488,1549,28400,26200,4000,13200,37600,52500,25400,33400,34100,1
Carrington College-Mesa,Mesa,AZ,www.carrington.edu,0,0,6,1,2,3,33.393,-111.8553,1,NULL,0,691,250,NULL,22169,NULL,21915,NULL,20751,NULL,26367,NULL,NULL,14287,NULL,0.670411384,0.475178297,0.421328671,0.581736909,PrivacySuppressed,9475,9382,9500,9500,105.469475,28678,9500,5500,2714,0.524209142,488,1549,28400,26200,4000,13200,37600,52500,25400,33400,34100,1
Carrington College-Tucson,Tucson,AZ,www.carrington.edu,0,0,6,1,2,3,32.2709,-110.978,1,NULL,0,440,250,NULL,21229,NULL,21070,NULL,21949,NULL,24224,NULL,NULL,14287,NULL,0.620236392,0.475178297,0.421328671,0.581736909,PrivacySuppressed,9475,9382,9500,9500,105.469475,28678,9500,5500,2714,0.524209142,488,1549,28400,26200,4000,13200,37600,52500,25400,33400,34100,1
College America-Flagstaff,Flagstaff,AZ,www.collegeamerica.edu,0,1,3,2,3,2,35.2112,-111.6048,NULL,0.629999995,0,209,22,NULL,20877,NULL,20877,NULL,22679,NULL,NULL,17211,17211,NULL,0.4667,NULL,0.152317881,0.153543307,PrivacySuppressed,PrivacySuppressed,17636,16562,21697,PrivacySuppressed,284.9618684,28776,25600,6275,4750,PrivacySuppressed,12,43,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Arizona Academy of Beauty-East,Tucson,AZ,www.arizonaacademy.com,0,1,1,1,1,3,32.2373,-110.8723,NULL,0.529999971,0,47,29,NULL,12938,NULL,12938,NULL,13850,NULL,NULL,NULL,NULL,14060,NULL,0.6207,0.278481013,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5491.5,PrivacySuppressed,PrivacySuppressed,NULL,66.33474875,PrivacySuppressed,9500,1916.5,PrivacySuppressed,0.304878056,31,82,20000,17600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Brookline College-Phoenix,Phoenix,AZ,www.brooklinecollege.edu,0,1,4,1,3,3,33.5254,-112.1501,NULL,0.610000014,0,828,230,NULL,25566,NULL,25343,NULL,25821,NULL,29302,NULL,NULL,14500,0.511348571,NULL,0.229979879,0.207421065,0.356343284,PrivacySuppressed,9500,9500,9500,9500,105.469475,21432.5,13021,5500,2071,0.442025304,700,1975,24100,22300,3300,11200,33200,44000,22800,27400,PrivacySuppressed,1
Arizona State University-Tempe,Tempe,AZ,www.asu.edu/,0,1,5,3,4,1,33.4219,-111.94,0.8023,0.349999994,0,38480,33985,11480,NULL,8553,NULL,11043,NULL,15437,NULL,9861,23654,NULL,0.580479231,NULL,0.802837511,0.758179462,0.80975515,0.860263034,16250,16750,16500,15000,226.2042688,35000,25250,8054,4500,0.799963474,1533,10943,52400,45200,12900,29600,67500,93300,49300,52600,55400,1
Arizona Western College,Yuma,AZ,www.azwestern.edu,0,1,1,1,2,1,32.6893,-114.496,NULL,0.670000017,0,7442,5214,9095,NULL,9039,NULL,9653,NULL,11237,NULL,2420,7895,NULL,NULL,0.170587678,0.477477477,0.43495935,0.561320755,PrivacySuppressed,4750,5000,3500,2750,66.6123,15000,9375,2625,1750,0.516129017,403,1767,29900,25600,5800,14000,39100,57600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of Arizona,Tucson,AZ,www.arizona.edu,0,1,1,3,4,1,32.2321,-110.9508,0.7692,0.300000012,0,31399,26404,13617,NULL,10833,NULL,13054,NULL,19009,NULL,10391,27383,NULL,0.613370272,NULL,0.832651333,0.780203237,0.847191011,0.886363636,13500,13794.5,13476,13000,210.93895,31250,24572,5500,3500,0.779976726,808,6013,53100,44400,12100,27700,69900,99400,48800,52600,57900,1
Southwest University of Visual Arts-Tucson,Tucson,AZ,www.suva.edu,0,1,2,3,3,3,32.2524,-110.9273,NULL,0.379999995,0,216,350,NULL,46298,NULL,46327,NULL,45641,NULL,NULL,34541,34541,NULL,0.8333,NULL,0.463087248,0.361581921,PrivacySuppressed,PrivacySuppressed,20000,23625,PrivacySuppressed,PrivacySuppressed,559.9540959,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.567251444,89,342,29000,27500,5800,15400,38300,54100,26000,33400,PrivacySuppressed,1
Central Arizona College,Coolidge,AZ,www.centralaz.edu,0,1,1,2,2,1,32.9571,-111.6525,NULL,0.529999971,0,5462,4536,4310,NULL,3587,NULL,4194,NULL,5414,NULL,2310,10260,NULL,NULL,0.20753542,0.473537604,0.400998336,0.549865229,PrivacySuppressed,5584,5500,6200,5500,116.571525,17630,10950,3107,2236,0.564130425,276,920,31200,28700,5300,14700,42500,59800,29300,32100,42100,1
Brown Mackie College-Tucson,Tucson,AZ,www.brownmackie.edu,0,0,33,2,3,3,32.2367,-110.8951,NULL,0.550000012,0,684,339,NULL,19957,NULL,19565,NULL,21424,NULL,24344,13194,13194,NULL,0.2973,NULL,0.289359316,0.238971998,PrivacySuppressed,PrivacySuppressed,12136.5,11341,14130,13423,239.793178,27673,20700,5200,2890,0.51184833,87,422,29100,25200,6200,15200,39500,53800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Charles of Italy Beauty College,Lake Havasu City,AZ,www.charlesofitaly.edu,0,1,1,1,1,3,34.4753,-114.3281,NULL,0.550000012,0,83,30,NULL,10819,NULL,10160,NULL,12045,NULL,13838,NULL,NULL,11100,NULL,0.631583626,0.424,0.402061856,PrivacySuppressed,PrivacySuppressed,6514,5500,PrivacySuppressed,PrivacySuppressed,82.03304745,9500,9500,4278,3500,0.283582091,38,67,21200,16500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Cochise College,Douglas,AZ,www.cochise.edu,0,1,1,2,2,1,31.3658,-109.6904,NULL,0.529999971,0,3787,4966,5017,NULL,4824,NULL,6387,NULL,8342,NULL,1752,6000,NULL,NULL,0.197215169,0.602184087,0.555288462,0.670967742,PrivacySuppressed,4500,4500,4500,4000,94.0121594,15062.5,9280,2750,1581.5,0.600000024,381,1220,37500,31200,7300,16900,50200,74600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Empire Beauty School-Flagstaff,Flagstaff,AZ,www.empire.edu,0,0,14,1,1,3,35.1972,-111.6259,NULL,0.439999998,0,53,11,NULL,12798,NULL,12223,NULL,15428,NULL,17217,NULL,NULL,16000,NULL,0.584866038,0.541509434,0.46130031,0.626760563,0.753846154,6392.5,5784,8013,8100,90.67044235,13700,10481,4207.5,2704,0.348314613,84,178,22100,16900,3300,10100,29700,47600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Empire Beauty School-Chandler,Chandler,AZ,www.empire.edu,0,0,14,1,1,3,33.3476,-111.8604,NULL,0.439999998,0,113,38,NULL,12513,NULL,11996,NULL,13190,NULL,16135,NULL,NULL,16672,NULL,0.653840769,0.541509434,0.46130031,0.626760563,0.753846154,6392.5,5784,8013,8100,90.67044235,13700,10481,4207.5,2704,0.348314613,84,178,22100,16900,3300,10100,29700,47600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Cortiva Institute-Tucson,Tucson,AZ,www.cortiva.com/,0,1,1,1,1,3,32.219,-110.8568,NULL,0.349999994,0,143,158,NULL,19534,NULL,18849,NULL,19951,NULL,21809,NULL,NULL,11194,NULL,0.790660591,0.696113074,0.651685393,PrivacySuppressed,PrivacySuppressed,6333,6333.5,6333,PrivacySuppressed,87.42864375,11600,9544,4750,3167,0.407643318,39,157,28100,21800,4700,11600,33400,53200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Avalon School of Cosmetology-Mesa,Mesa,AZ,www.avalon.com,0,1,3,1,1,3,33.3766,-111.8583,NULL,0.439999998,0,273,102,NULL,11591,NULL,11003,NULL,12868,NULL,14520,NULL,NULL,16000,NULL,0.750035764,0.517374517,0.480597015,0.561403509,PrivacySuppressed,10423.5,9500,10555,PrivacySuppressed,143.2941594,17666,14125,5500,2750,0.339805812,51,103,21300,17900,3700,9100,32100,42600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Eastern Arizona College,Thatcher,AZ,www.eac.edu,0,1,1,1,2,1,32.8407,-109.7617,NULL,0.49000001,0,4812,6223,534,NULL,-526,NULL,2274,NULL,1770,NULL,1760,8360,NULL,NULL,0.229535169,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed,5000,5000,2627,2627,0.565323591,315,819,33400,27800,5000,13600,46100,67500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,www.erau.edu,0,0,2,3,4,2,34.6157,-112.4523,0.7898,0.319999993,0,1802,NULL,NULL,35470,NULL,35611,NULL,36358,NULL,35243,31034,31034,NULL,0.571098753,NULL,0.865240345,0.808695652,0.869873817,PrivacySuppressed,16500,15625,15625,18375,288.6533,36788,28025,6625,3544,0.884715021,250,3088,65500,60900,22400,39400,84500,115500,62500,65100,68100,1
Frank Lloyd Wright School of Architecture,Scottsdale,AZ,www.taliesin.edu,0,1,1,3,4,2,33.6072,-111.8465,NULL,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,30500,PrivacySuppressed,PrivacySuppressed,12000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Glendale Community College,Glendale,AZ,www.gccaz.edu,0,1,1,1,2,1,33.5675,-112.1883,NULL,0.50999999,0,16623,20091,7763,NULL,7181,NULL,8548,NULL,11569,NULL,1974,7758,NULL,NULL,0.129917935,0.55743349,0.48469093,0.624277457,0.694235589,4474,4500,4500,3500,PrivacySuppressed,14746,8750,2972,1750,0.653577983,715,2725,36800,33300,6900,18100,49000,69300,34100,38500,44200,1
Grand Canyon University,Phoenix,AZ,www.gcu.edu,0,1,1,3,4,3,33.5122,-112.1299,0.548,0.430000007,0,34643,1563,NULL,28309,NULL,26303,NULL,28500,NULL,31570,17000,17000,NULL,0.307268156,NULL,0.399403398,0.310151945,0.503285987,PrivacySuppressed,11644,9500,15496.5,16783,208.1634375,34500,20000,4750,1920,0.775618374,83,566,53200,45200,11100,28500,72100,96100,46900,55300,55600,1
GateWay Community College,Phoenix,AZ,www.gatewaycc.edu,0,1,2,1,2,1,33.4495,-111.9965,NULL,0.519999981,0,5653,7895,8106,NULL,7681,NULL,8682,NULL,12432,NULL,1974,7758,NULL,NULL,0.140997436,0.585662759,0.52570601,0.660091047,PrivacySuppressed,7000,6500,8970,7528.5,77.1148393,21404,14177,4148,2250,0.586160123,557,1474,35000,29800,5600,15500,47500,71800,31300,43100,46600,1
Mesa Community College,Mesa,AZ,www.mesacc.edu,0,1,1,1,2,1,33.3913,-111.8715,NULL,0.430000007,0,20120,22821,8868,NULL,8258,NULL,9415,NULL,12251,NULL,1974,7758,NULL,NULL,0.119584842,0.520622968,0.458093797,0.576837416,0.670454545,5065,5250,5250,4500,PrivacySuppressed,18500,10250,2750,1750,0.673725009,750,3353,40700,36000,6900,19000,55100,77700,38300,43700,42300,1
ITT Technical Institute-Tucson,Tucson,AZ,www.itt-tech.edu,0,0,141,2,3,3,32.2973,-110.9975,0.9703,0.519999981,0,409,224,NULL,22313,NULL,21456,NULL,25111,NULL,26194,18048,18048,NULL,0.198269828,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
ITT Technical Institute-Tempe,Tempe,AZ,www.itt-tech.edu,0,0,141,2,3,3,33.3804,-111.9692,0.9796,0.5,0,498,330,NULL,22617,NULL,22097,NULL,23239,NULL,26194,18048,18048,NULL,0.29525619,NULL,0.394119686,0.340619462,0.479123414,0.630099728,14656.5,13500,17000.5,16434,286.8048087,32162,25625,6334,3167,0.714413047,551,3365,42300,38400,8900,22500,56000,77000,38100,45300,46100,1
Mohave Community College,Kingman,AZ,www.mohave.edu,0,1,1,1,2,1,35.2707,-114.0302,NULL,0.529999971,0,4759,5883,11346,NULL,11214,NULL,11797,NULL,15218,NULL,2040,7656,NULL,NULL,0.259943643,0.381893861,0.335640138,0.508108108,0.62962963,8910,9265,8000,6750,147.1021625,31500,18500,3533,1898,0.539170504,179,434,30800,26700,4800,12900,42000,62300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,www.uti.edu/,0,1,3,1,1,3,33.6844,-112.1213,NULL,0.460000008,0,2049,1503,NULL,19523,NULL,18964,NULL,20623,NULL,23107,NULL,NULL,28900,NULL,0.665005086,0.591099916,0.497944593,0.653325308,PrivacySuppressed,16035,16325,16000,12000,205.1769861,24500,20000,9500,4750,0.653921545,873,3060,35900,33800,7100,18700,47600,64200,31700,38000,40800,1
Dine College,Tsaile,AZ,www.dinecollege.edu,0,1,1,2,3,1,36.3276,-109.2947,NULL,0.469999999,0,1402,1712,8382,NULL,8213,NULL,8854,NULL,NULL,NULL,805,805,NULL,0.036441296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.430493265,234,669,24800,22500,3500,11600,34300,45700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Northern Arizona University,Flagstaff,AZ,nau.edu/,0,1,1,3,4,1,35.1801,-111.6577,0.9137,0.360000014,0,22011,13905,15011,NULL,12328,NULL,14157,NULL,18957,NULL,9738,22093,NULL,0.491979379,NULL,0.760114231,0.702875399,0.773358888,0.835244418,15000,15343.5,15000,14534,238.1389725,32370,25000,7139.5,4500,0.753864169,582,4270,43200,38800,10300,25300,55700,77800,41800,42900,45100,1
Northland Pioneer College,Holbrook,AZ,www.npc.edu,0,1,1,1,2,1,34.9222,-110.1316,NULL,0.479999989,0,1641,5096,9172,NULL,9222,NULL,9018,NULL,NULL,NULL,1606,7390,NULL,NULL,0.088717742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.446208119,209,567,27000,22100,3700,11300,37000,54700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Ottawa University-Phoenix,Phoenix,AZ,www.ottawa.edu,0,0,5,3,4,2,33.5779,-112.1134,NULL,0.469999999,0,335,1129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.724907063,0.63962766,0.768606225,PrivacySuppressed,17000,15625,18609,17736,277.55125,36205,27352,8107,3126,0.776852608,149,1201,44900,40700,11200,27000,55300,78100,39200,46400,45900,1
